地点名,カテゴリ,緯度,経度,確認済み,説明,注意メモ,Google Maps URL
恵美寿,食事,44.020912,144.267448,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4003716927,"https://www.google.com/maps/search/?api=1&query=44.020912,144.267448"
情報無し,食事,42.978529,144.405958,FALSE,種別: cafe,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12944280618,"https://www.google.com/maps/search/?api=1&query=42.978529,144.405958"
情報無し,食事,43.009419,144.408451,FALSE,種別: restaurant / 料理ジャンル: barbecue,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11206991922,"https://www.google.com/maps/search/?api=1&query=43.009419,144.408451"
情報無し,食事,43.057582,144.843994,FALSE,種別: fast_food,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/13259777421,"https://www.google.com/maps/search/?api=1&query=43.057582,144.843994"
情報無し,食事,43.079078,144.230911,FALSE,種別: public_bath,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5963987119,"https://www.google.com/maps/search/?api=1&query=43.079078,144.230911"
情報無し,食事,43.244162,143.546575,FALSE,種別: restaurant / 料理ジャンル: ramen,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6318456580,"https://www.google.com/maps/search/?api=1&query=43.244162,143.546575"
情報無し,食事,43.2617,145.438522,FALSE,種別: restaurant / 営業時間: -15:00,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5416657650,"https://www.google.com/maps/search/?api=1&query=43.2617,145.438522"
情報無し,食事,43.313541,145.544,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11106971752,"https://www.google.com/maps/search/?api=1&query=43.313541,145.544"
情報無し,食事,43.433703,144.10008,FALSE,種別: restaurant / 料理ジャンル: japanese,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6669924685,"https://www.google.com/maps/search/?api=1&query=43.433703,144.10008"
情報無し,食事,43.553625,144.338932,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/13016280201,"https://www.google.com/maps/search/?api=1&query=43.553625,144.338932"
情報無し,食事,43.554217,144.339426,FALSE,種別: cafe,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/13011395301 / OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/13011537501,"https://www.google.com/maps/search/?api=1&query=43.554217,144.339426"
情報無し,食事,43.556169,144.507178,FALSE,種別: restaurant / 料理ジャンル: coffee_shop;friture;ice_cream;regional,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4299706262,"https://www.google.com/maps/search/?api=1&query=43.556169,144.507178"
情報無し,食事,43.564495,144.342468,FALSE,種別: public_bath,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/13011535680,"https://www.google.com/maps/search/?api=1&query=43.564495,144.342468"
情報無し,食事,43.590381,145.33479,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4310478351,"https://www.google.com/maps/search/?api=1&query=43.590381,145.33479"
情報無し,食事,43.638097,144.43627,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6673477085,"https://www.google.com/maps/search/?api=1&query=43.638097,144.43627"
情報無し,食事,43.648302,144.248015,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6110711552,"https://www.google.com/maps/search/?api=1&query=43.648302,144.248015"
情報無し,食事,43.707574,144.021846,FALSE,種別: cafe,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11955478742,"https://www.google.com/maps/search/?api=1&query=43.707574,144.021846"
情報無し,食事,43.834589,144.598972,FALSE,種別: public_bath,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6594726503,"https://www.google.com/maps/search/?api=1&query=43.834589,144.598972"
情報無し,食事,43.881856,144.158918,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6983858105,"https://www.google.com/maps/search/?api=1&query=43.881856,144.158918"
情報無し,食事,43.921823,143.535229,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4299347090,"https://www.google.com/maps/search/?api=1&query=43.921823,143.535229"
情報無し,食事,44.021984,143.495764,FALSE,種別: cafe,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/7236749253,"https://www.google.com/maps/search/?api=1&query=44.021984,143.495764"
情報無し,食事,44.069152,144.990832,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/9751899267,"https://www.google.com/maps/search/?api=1&query=44.069152,144.990832"
情報無し,食事,44.122279,145.080064,FALSE,種別: fast_food / 料理ジャンル: burger,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/2538150330,"https://www.google.com/maps/search/?api=1&query=44.122279,145.080064"
情報無し,食事,44.133687,143.963592,FALSE,種別: fast_food,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6438506826,"https://www.google.com/maps/search/?api=1&query=44.133687,143.963592"
摩周温泉;亀の湯,食事,43.479765,144.448321,FALSE,種別: public_bath,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6392961320,"https://www.google.com/maps/search/?api=1&query=43.479765,144.448321"
政寿し,食事,44.058728,143.521898,FALSE,種別: restaurant / 料理ジャンル: sushi,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12770295899,"https://www.google.com/maps/search/?api=1&query=44.058728,143.521898"
日曜島,食事,44.012852,144.275296,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4003716917,"https://www.google.com/maps/search/?api=1&query=44.012852,144.275296"
昇憲 魂,食事,43.012088,144.39311,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5665676452,"https://www.google.com/maps/search/?api=1&query=43.012088,144.39311"
春日寿し,食事,43.901418,144.670176,FALSE,種別: restaurant / 料理ジャンル: sushi / 営業時間: Tu-Su 11:30-14:00,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/13057860680,"https://www.google.com/maps/search/?api=1&query=43.901418,144.670176"
本気食堂,食事,43.794364,143.892544,FALSE,種別: restaurant / 料理ジャンル: chicken,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/9453113407,"https://www.google.com/maps/search/?api=1&query=43.794364,143.892544"
朴然,食事,43.01263,144.404399,FALSE,予算4000円くらい 公立大からの距離 850m(徒歩10分) 駐車場70台  食べログ評価 3.9 / 種別: restaurant / 料理ジャンル: barbecue / 営業時間: 11:00-23:30 / 電話: +81-154-38-2929,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5665676464,"https://www.google.com/maps/search/?api=1&query=43.01263,144.404399"
朴然 昭和店,食事,43.022361,144.357108,FALSE,種別: restaurant / 料理ジャンル: barbecue,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11243084897,"https://www.google.com/maps/search/?api=1&query=43.022361,144.357108"
東家 鳥取分店,食事,43.013401,144.357383,FALSE,種別: restaurant / 料理ジャンル: noodle;japanese / 電話: +81 154-51-3769,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6755489340,"https://www.google.com/maps/search/?api=1&query=43.013401,144.357383"
東屋,食事,43.011753,144.393956,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5665676460,"https://www.google.com/maps/search/?api=1&query=43.011753,144.393956"
板門店,食事,43.805064,143.888813,FALSE,種別: restaurant / 料理ジャンル: barbecue,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12749060043 / OSM check_date: 2025-04-12,"https://www.google.com/maps/search/?api=1&query=43.805064,143.888813"
標茶温泉;富士温泉,食事,43.296038,144.60356,FALSE,種別: public_bath,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6393773368,"https://www.google.com/maps/search/?api=1&query=43.296038,144.60356"
横浜家系ラーメン一和家 釧路木場店,食事,43.00947,144.408515,FALSE,種別: restaurant / 料理ジャンル: ramen,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11206991923,"https://www.google.com/maps/search/?api=1&query=43.00947,144.408515"
武双,食事,43.014667,144.389936,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5665725326,"https://www.google.com/maps/search/?api=1&query=43.014667,144.389936"
氏家待合所,食事,43.05564,144.841065,FALSE,種別: fast_food / 料理ジャンル: regional,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/13259776982,"https://www.google.com/maps/search/?api=1&query=43.05564,144.841065"
河むら,食事,42.984306,144.386431,FALSE,種別: restaurant / 料理ジャンル: ramen / 営業時間: Mo-Sa 11:00-14:30 / Web: +81-154-24-5334,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12944088178,"https://www.google.com/maps/search/?api=1&query=42.984306,144.386431"
泉屋,食事,43.008616,144.405206,FALSE,種別: restaurant / 料理ジャンル: pasta / 営業時間: Mo-Su 11:00-20:30,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5665695481,"https://www.google.com/maps/search/?api=1&query=43.008616,144.405206"
泉屋,食事,43.01125,144.360777,FALSE,種別: restaurant / 料理ジャンル: pasta,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5326417921,"https://www.google.com/maps/search/?api=1&query=43.01125,144.360777"
浅草軒,食事,43.834843,144.106083,FALSE,種別: restaurant / 料理ジャンル: ramen,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11991143031,"https://www.google.com/maps/search/?api=1&query=43.834843,144.106083"
海鮮じょっぱり亭,食事,43.823416,144.105101,FALSE,種別: pub,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11963924710,"https://www.google.com/maps/search/?api=1&query=43.823416,144.105101"
海鮮家魚政,食事,43.803942,143.890374,FALSE,種別: restaurant / 料理ジャンル: fish / 電話: +81 157 31 7000 / Web: https://life-v.co.jp/shop/uomasa/,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11391085404 / OSM check_date: 2023-12-02,"https://www.google.com/maps/search/?api=1&query=43.803942,143.890374"
瀋陽飯店,食事,43.804606,143.892092,FALSE,種別: restaurant / 料理ジャンル: chinese / 電話: +81 157 25 1145,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11389858054 / OSM check_date: 2023-12-02,"https://www.google.com/maps/search/?api=1&query=43.804606,143.892092"
火の車,食事,43.010554,144.402307,FALSE,LO:20:45 予算:750円 定休日:月曜(祝日営業、翌日休み) 公立大からの距離:1.2km(徒歩15分) / 種別: restaurant / 料理ジャンル: ramen / 営業時間: Tu-Su 11:00-21:00 / 電話: +81-154-39-2240,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5665695479,"https://www.google.com/maps/search/?api=1&query=43.010554,144.402307"
炙屋,食事,43.057657,144.844,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/2877404004 / OSM check_date: 2024-09-07,"https://www.google.com/maps/search/?api=1&query=43.057657,144.844"
炭火焼おおばん,食事,43.794431,143.878626,FALSE,種別: restaurant / 料理ジャンル: barbecue,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11196024519,"https://www.google.com/maps/search/?api=1&query=43.794431,143.878626"
炭焼ダイニング とりの介,食事,43.014468,144.351211,FALSE,種別: pub / 営業時間: Mo-Th 16:00-01:00 / Web: +81 50 5861 8933,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6755185862,"https://www.google.com/maps/search/?api=1&query=43.014468,144.351211"
炭焼味覚園総本店,食事,43.804481,143.890314,FALSE,種別: restaurant / 料理ジャンル: steak_house / 電話: +81 157 25 6895 / Web: https://life-v.co.jp/shop/mikakuensouhonten/,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11391062359,"https://www.google.com/maps/search/?api=1&query=43.804481,143.890314"
炭焼豚丼 源,食事,43.822078,143.909675,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4798363926,"https://www.google.com/maps/search/?api=1&query=43.822078,143.909675"
焼肉ウエスタン 網走店,食事,44.004443,144.279367,FALSE,種別: restaurant / 料理ジャンル: steak_house,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4003709025,"https://www.google.com/maps/search/?api=1&query=44.004443,144.279367"
焼肉マルイシ,食事,44.00158,144.283765,FALSE,種別: restaurant / 料理ジャンル: barbecue,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12514066965,"https://www.google.com/maps/search/?api=1&query=44.00158,144.283765"
焼肉倶楽部 てやん,食事,44.021193,144.266048,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4003716926,"https://www.google.com/maps/search/?api=1&query=44.021193,144.266048"
焼肉割烹田村,食事,43.826496,144.105381,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5603040329,"https://www.google.com/maps/search/?api=1&query=43.826496,144.105381"
焼肉専門味覚苑,食事,43.796185,143.89743,FALSE,種別: restaurant / 料理ジャンル: barbecue / 電話: +81 157248357,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12698300605 / OSM check_date: 2025-03-25,"https://www.google.com/maps/search/?api=1&query=43.796185,143.89743"
焼肉道食,食事,43.804972,143.890074,FALSE,種別: restaurant / 料理ジャンル: barbecue,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11391085303 / OSM check_date: 2023-12-02,"https://www.google.com/maps/search/?api=1&query=43.804972,143.890074"
熊の湯,食事,44.032056,145.155227,FALSE,種別: public_bath,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5930815696,"https://www.google.com/maps/search/?api=1&query=44.032056,145.155227"
玉川庵,食事,43.016192,144.345362,FALSE,種別: restaurant / 料理ジャンル: japanese / 電話: +81 154-51-4628,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6768746832,"https://www.google.com/maps/search/?api=1&query=43.016192,144.345362"
町営公衆浴場;泉の湯,食事,43.481058,144.465908,FALSE,種別: public_bath,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6392952914,"https://www.google.com/maps/search/?api=1&query=43.481058,144.465908"
白帆,食事,43.569185,145.220579,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5603040324,"https://www.google.com/maps/search/?api=1&query=43.569185,145.220579"
白木屋 網走南4条西1丁目店,食事,44.020902,144.266919,FALSE,種別: pub / ブランド: 白木屋,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4003716921,"https://www.google.com/maps/search/?api=1&query=44.020902,144.266919"
知床かに乃家,食事,44.071962,144.993506,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5893195391,"https://www.google.com/maps/search/?api=1&query=44.071962,144.993506"
知床くまうし,食事,43.911993,144.663372,FALSE,種別: fast_food / 料理ジャンル: ramen;japanese / 営業時間: Mo-Su 11:00-15:00,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/13057860688,"https://www.google.com/maps/search/?api=1&query=43.911993,144.663372"
知床斜里駅周辺 食事候補エリア,食事,43.9108,144.6618,FALSE,知床方面に入る前の昼食・補給に適した町中エリア。,具体店舗はGoogle/OSMから追加取得。,"https://www.google.com/maps/search/?api=1&query=43.9108,144.6618"
知床食堂,食事,44.01723,145.19208,FALSE,種別: restaurant / 料理ジャンル: seafood;japanese;ice_cream / 営業時間: Mo-Su 08:00-20:00 / 電話: 0153 87 4460 / Web: https://www.shiretoko-syokudo.com/,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5603040025,"https://www.google.com/maps/search/?api=1&query=44.01723,145.19208"
福よし,食事,44.058907,143.521754,FALSE,種別: restaurant / 料理ジャンル: japanese,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/12770295898,"https://www.google.com/maps/search/?api=1&query=44.058907,143.521754"
秀航園,食事,43.011494,144.404597,FALSE,LO:20:45 定休日:水曜(祝日の場合は翌日) 予算:800円~ 公立大からの距離:1.1km(徒歩14分) / 種別: restaurant / 料理ジャンル: ramen / 営業時間: Th-Tu 11:00-20:00 / 電話: +81 154 37 0006,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5665695480,"https://www.google.com/maps/search/?api=1&query=43.011494,144.404597"
築地銀だこ,食事,43.808406,143.875878,FALSE,種別: fast_food / 料理ジャンル: takoyaki / ブランド: 築地銀だこ,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11949132211,"https://www.google.com/maps/search/?api=1&query=43.808406,143.875878"
網走監獄食堂,食事,43.996609,144.228583,FALSE,種別: restaurant / 営業時間: Mo-Su 11:00-14:30,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6989693413 / OSM check_date: 2024-09-09,"https://www.google.com/maps/search/?api=1&query=43.996609,144.228583"
羅臼町 海鮮・食事候補エリア,食事,44.0201,145.1904,FALSE,ゴール後の食体験。『知床の海を食べる』ストーリー化候補。,具体店舗はGoogle/OSMから追加取得。,"https://www.google.com/maps/search/?api=1&query=44.0201,145.1904"
羊屋鮮肉,食事,43.804295,143.894642,FALSE,種別: restaurant / 料理ジャンル: barbecue,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11949977957,"https://www.google.com/maps/search/?api=1&query=43.804295,143.894642"
肉のなごみ,食事,43.804533,143.890364,FALSE,種別: restaurant / 料理ジャンル: steak_house / 電話: +81 157 26 4000 / Web: https://life-v.co.jp/shop/nikunonagomi/,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11391062360,"https://www.google.com/maps/search/?api=1&query=43.804533,143.890364"
茶房 あまぽーら,食事,43.022344,144.329358,FALSE,種別: cafe,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/9270745251,"https://www.google.com/maps/search/?api=1&query=43.022344,144.329358"
蒸汽船,食事,44.021296,144.267219,FALSE,種別: pub,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4003716919,"https://www.google.com/maps/search/?api=1&query=44.021296,144.267219"
西川,食事,44.049974,143.521824,FALSE,種別: bar,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5468457826,"https://www.google.com/maps/search/?api=1&query=44.049974,143.521824"
豪壱,食事,43.012331,144.393929,FALSE,種別: restaurant / 料理ジャンル: ramen / 営業時間: 11:00-14:30,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5665676449,"https://www.google.com/maps/search/?api=1&query=43.012331,144.393929"
貴州屋(きしゅうや),食事,42.955121,144.079541,FALSE,種別: restaurant / 料理ジャンル: sushi,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11206991872,"https://www.google.com/maps/search/?api=1&query=42.955121,144.079541"
赤ちょうちん横丁,食事,42.984211,144.389113,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5892706790,"https://www.google.com/maps/search/?api=1&query=42.984211,144.389113"
足湯,食事,43.637762,144.435381,FALSE,種別: public_bath,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5843441559,"https://www.google.com/maps/search/?api=1&query=43.637762,144.435381"
足湯,食事,43.79042,144.534184,FALSE,種別: public_bath,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/7151233093,"https://www.google.com/maps/search/?api=1&query=43.79042,144.534184"
軽食喫茶トロッコ,食事,43.968376,144.320147,FALSE,種別: cafe,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5963183785,"https://www.google.com/maps/search/?api=1&query=43.968376,144.320147"
軽食喫茶二丁目,食事,43.552479,144.978056,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11375347761,"https://www.google.com/maps/search/?api=1&query=43.552479,144.978056"
酒房 はにゅう,食事,43.010459,144.359782,FALSE,種別: pub / 電話: +81 154-53-2525,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6758847202,"https://www.google.com/maps/search/?api=1&query=43.010459,144.359782"
酒菜亭 喜八,食事,44.020439,144.264622,FALSE,種別: pub,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4003716931,"https://www.google.com/maps/search/?api=1&query=44.020439,144.264622"
釧路ラーメン 銀龍,食事,43.0172,144.334844,FALSE,種別: restaurant / 料理ジャンル: chinese / 営業時間: 17:00-22:00 / 電話: +81 154-51-8480,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4780680521,"https://www.google.com/maps/search/?api=1&query=43.0172,144.334844"
食事処 エランドール,食事,42.955349,144.075715,FALSE,種別: restaurant / 電話: 01547-2-2711,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11206991871,"https://www.google.com/maps/search/?api=1&query=42.955349,144.075715"
食事処いしざわ,食事,44.020443,144.267302,FALSE,種別: pub,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4003716929,"https://www.google.com/maps/search/?api=1&query=44.020443,144.267302"
餃子の王将,食事,43.008344,144.404751,FALSE,種別: restaurant / 料理ジャンル: chinese;gyoza / ブランド: 餃子の王将 / 営業時間: Mo-Su / Web: +81-154-36-8211,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5665695482,"https://www.google.com/maps/search/?api=1&query=43.008344,144.404751"
餃子の王将,食事,43.808393,143.87496,FALSE,種別: restaurant / 料理ジャンル: chinese;gyoza / ブランド: 餃子の王将,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/11949143323,"https://www.google.com/maps/search/?api=1&query=43.808393,143.87496"
魚花,食事,43.805026,143.891295,FALSE,種別: restaurant,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/5603040330,"https://www.google.com/maps/search/?api=1&query=43.805026,143.891295"
鮨ダイニング月,食事,44.000801,144.284367,FALSE,種別: restaurant / 料理ジャンル: sushi,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/4003709022,"https://www.google.com/maps/search/?api=1&query=44.000801,144.284367"
麺や 北町,食事,43.017707,144.338016,FALSE,種別: restaurant / 料理ジャンル: chinese / 営業時間: We-Mo 11:00-15:00 / Web: +81 154-51-1555,OSM/既存CSV由来。営業時間・営業日・ラストオーダーは要確認。 / OSM ID: node/6768934739,"https://www.google.com/maps/search/?api=1&query=43.017707,144.338016"
ARUN Hotel,宿泊,43.970548,144.215245,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/12273297701,"https://www.google.com/maps/search/?api=1&query=43.970548,144.215245"
BOTH,宿泊,43.901225,144.684114,FALSE,宿泊種別: hostel / 電話: 0152-26-7800 / Web: https://shiretoko-b.com/,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/13057860675,"https://www.google.com/maps/search/?api=1&query=43.901225,144.684114"
Bon's Home,宿泊,44.070288,144.994495,FALSE,宿泊種別: guest_house,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/13040614301,"https://www.google.com/maps/search/?api=1&query=44.070288,144.994495"
Bon’s Home,宿泊,44.070298,144.994535,FALSE,宿泊種別: hostel / Web: http://bonshome.com,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/13227352901,"https://www.google.com/maps/search/?api=1&query=44.070298,144.994535"
CheapTrip Глемпинг,宿泊,44.032466,145.706544,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/11076670005,"https://www.google.com/maps/search/?api=1&query=44.032466,145.706544"
Guest House,宿泊,43.911688,144.644686,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/4284412589,"https://www.google.com/maps/search/?api=1&query=43.911688,144.644686"
Hotel Taito,宿泊,43.231261,144.322402,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/11936106029,"https://www.google.com/maps/search/?api=1&query=43.231261,144.322402"
Iruka hotel,宿泊,44.066711,144.979566,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/13040634774 / OSM check_date: 2025-08-01,"https://www.google.com/maps/search/?api=1&query=44.066711,144.979566"
Kokusetsu Shiretokoyaeijo,宿泊,44.07391,145.001832,FALSE,宿泊種別: camp_site / 運営: National government / 電話: +81152242722 / Web: https://blog.shiretoko.asia/,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/5772091853,"https://www.google.com/maps/search/?api=1&query=44.07391,145.001832"
Kushiro shitsugen Touro Youth Hostel,宿泊,43.151077,144.496503,FALSE,宿泊種別: hostel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/5163615431,"https://www.google.com/maps/search/?api=1&query=43.151077,144.496503"
MO-TTOかぜてキャンプ場,宿泊,43.149967,145.104082,FALSE,宿泊種別: camp_site,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/13294232884,"https://www.google.com/maps/search/?api=1&query=43.149967,145.104082"
Minshuku Ryokan Shiretokoso,宿泊,44.069478,144.994927,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/5884147286,"https://www.google.com/maps/search/?api=1&query=44.069478,144.994927"
New Humber,宿泊,44.223893,143.616672,FALSE,宿泊種別: hotel,OSM/既存CSV由来。営業期間・予約可否は要確認。 / OSM ID: node/11927661402,"https://www.google.com/maps/search/?api=1&query=44.223893,143.616672"
